StockCode,Description,TotalSales,Total_Quantity,Unique_Customers,Total_Transactions,Avg_Price
23123,COCKTAIL SWORDS 50 PIECES,705.25,899,64,68,0.7844827586206896
23124,18PC WOODEN CUTLERY SET DISPOSABLE,595.15,503,23,24,1.183200795228628
23125,6PC WOOD PLATE SET DISPOSABLE,443.25,405,15,16,1.0944444444444446
23126,DOLLCRAFT GIRL AMELIE,178.2,36,8,8,4.949999999999999
23126,DOLLCRAFT GIRL AMELIE KIT,294.7,66,8,8,4.465151515151515
23126,FELTCRAFT GIRL AMELIE KIT,4799.38,982,187,255,4.887352342158859
23127,DOLLCRAFT GIRL NICOLE,336.6,68,12,12,4.95
23127,FELTCRAFT GIRL NICOLE KIT,3169.79,645,137,170,4.914403100775194
23128,DOLLCRAFT BOY JEAN-PAUL ,373.9,82,12,12,4.559756097560975
23128,FELTCRAFT BOY JEAN-PAUL KIT,1711.23,349,103,117,4.9032378223495705
23129,HEART SHAPED HOLLY WREATH,3933.1800000000003,942,138,165,4.175350318471338
23130,MISELTOE HEART WREATH ,312.8,80,5,5,3.91
23130,MISTLETOE HEART WREATH GREEN,3435.6200000000003,838,135,162,4.099785202863962
23131,MISELTOE HEART WREATH CREAM,996.0000000000001,240,1,1,4.15
23131,MISELTOE HEART WREATH WHITE,304.5,78,4,4,3.9038461538461537
23131,MISTLETOE HEART WREATH CREAM,2332.13,575,86,103,4.055878260869566
23132,SMALL IVORY HEART WALL ORGANISER,4989.08,1008,115,141,4.949484126984127
23133,LARGE IVORY HEART WALL ORGANISER,5142.91,759,94,134,6.775902503293808
23134,LARGE ZINC HEART WALL ORGANISER,6414.48,1064,29,37,6.028646616541353
23135,SMALL ZINC HEART WALL ORGANISER,5378.8,1538,31,42,3.4972691807542264
23136,IVORY WIRE SWEETHEART LETTER TRAY,467.05,127,39,44,3.6775590551181105
23137,ZINC WIRE SWEETHEART LETTER TRAY,253.24,80,18,20,3.1655
23138,SINGLE WIRE HOOK IVORY HEART,1201.8999999999999,870,60,75,1.381494252873563
23139,SINGLE WIRE HOOK PINK HEART,502.38,406,20,22,1.2373891625615763
23140,TRIPLE WIRE HOOK IVORY HEART,658.5400000000001,160,29,35,4.115875000000001
23141,TRIPLE WIRE HOOK PINK HEART,215.00000000000003,68,18,18,3.1617647058823533
23142,IVORY WIRE KITCHEN ORGANISER,1137.65,116,34,36,9.807327586206897
23143,ZINC WIRE KITCHEN ORGANISER,156.8,25,12,12,6.272
23144,ZINC T-LIGHT HOLDER STARS SMALL,3879.9799999999996,4894,180,237,0.7928034327748262
23145,ZINC T-LIGHT HOLDER STAR LARGE,1896.5399999999997,2030,126,148,0.9342561576354679
23145,ZINC T-LIGHT HOLDER STARS LARGE,22.799999999999997,24,2,2,0.9499999999999998
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2526.02,778,151,211,3.2468123393316195
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2669.95,1843,170,250,1.4486977753662507
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1711.55,2065,142,230,0.8288377723970944
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,4,0.85
23149,ANTIQUE IVORY WIRE BOWL SMALL,241.53000000000003,97,17,19,2.49
23150,IVORY SWEETHEART SOAP DISH,346.11,139,33,40,2.49
23151,ZINC SWEETHEART SOAP DISH,104.41000000000001,59,18,19,1.7696610169491527
23152,IVORY SWEETHEART WIRE LETTER RACK ,1998.51,541,108,149,3.6941035120147876
23153,ZINC SWEETHEART WIRE LETTER RACK,923.63,248,67,78,3.724314516129032
23154,SET OF 4 JAM JAR MAGNETS,4922.01,2441,141,214,2.0163908234330195
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1669.3799999999999,2094,84,111,0.7972206303724928
23156,SET OF 5 MINI GROCERY MAGNETS,3297.2200000000003,1631,117,184,2.0215941140404663
23157,SET OF 6 NATIVITY MAGNETS ,5031.55,2530,111,145,1.9887549407114624
23158,SET OF 5 LUCKY CAT MAGNETS ,5117.32,2536,96,187,2.0178706624605676
23159,SET OF 5 PANCAKE DAY MAGNETS,4562.7300000000005,2255,121,195,2.0233835920177388
23160,REGENCY TEA SPOON,1651.8,1392,50,60,1.1866379310344828
23161,REGENCY CAKE FORK,1896.6000000000001,1608,58,68,1.1794776119402985
23162,REGENCY TEA STRAINER,4789.24,1362,96,142,3.5163289280469896
23163,REGENCY SUGAR TONGS,3949.7000000000003,1714,95,134,2.304375729288215
23164,REGENCY CAKE SLICE,2579.21,564,70,80,4.573067375886525
23165,LARGE CERAMIC TOP STORAGE JAR,4617.9,2950,167,220,1.5653898305084744
23166,MEDIUM CERAMIC TOP STORAGE JAR,81416.73000000001,77916,138,195,1.0449295395040814
23167,SMALL CERAMIC TOP STORAGE JAR ,4184.179999999999,5666,129,177,0.7384715848923402
23168,CLASSIC CAFE SUGAR DISPENSER,3037.1,2633,132,208,1.153475123433346
23168,CLASSIC SUGAR DISPENSER,247.32,216,12,12,1.145
23169,CLASSIC GLASS COOKIE JAR,5350.200000000001,1332,191,248,4.0166666666666675
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119,14,14,4.028991596638656
23170,REGENCY TEA PLATE ROSES ,10170.99,6563,224,328,1.5497470668901416
23171,REGENCY TEA PLATE GREEN ,9184.9,5966,195,270,1.5395407308079114
23172,REGENCY TEA PLATE PINK,5793.28,3688,160,224,1.5708459869848155
23173,REGENCY TEAPOT ROSES ,23033.52,2662,248,354,8.652712246431255
23174,REGENCY SUGAR BOWL GREEN,11567.24,2954,190,268,3.915788761002031
23175,REGENCY MILK JUG PINK ,8995.0,3062,206,272,2.9376224689745265
23176,ABC TREASURE BOOK BOX ,4373.26,2088,159,186,2.0944731800766285
23177,TREASURE ISLAND BOOK BOX,5029.8,2428,174,214,2.0715815485996707
23178,JAM CLOCK MAGNET,838.47,309,50,55,2.713495145631068
23179,CLOCK MAGNET MUM'S KITCHEN,837.88,304,36,40,2.7561842105263157
23180,MUM'S KITCHEN CLOCK,471.90000000000003,104,29,36,4.5375000000000005
23181,BULL DOG BOTTLE TOP WALL CLOCK,1484.25,185,60,69,8.022972972972973
23182,TOILET SIGN OCCUPIED OR VACANT,2807.6899999999996,3378,140,254,0.831169330965068
23183,MOTHER'S KITCHEN SPOON REST ,690.71,178,45,58,3.8803932584269667
23184,BULL DOG BOTTLE OPENER,3749.5,778,129,197,4.819408740359897
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,27,30,0.36230283911671923
23186,FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,57,70,0.41345105953582234
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,66,74,0.2972882805816937
23188,VINTAGE  2 METER FOLDING RULER,2902.47,1775,131,155,1.635194366197183
23188,VINTAGE  2 METRE FOLDING RULER,2197.6899999999996,1321,102,127,1.6636563209689625
23189,SET OF 12 FORK CANDLES,3319.35,1215,89,113,2.7319753086419754
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,1678,145,179,1.6037783075089391
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,5,1.6499999999999997
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3393.3499999999995,2099,178,240,1.6166507860886135
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5197.169999999999,3269,224,312,1.5898348118690728
23193,BUFFALO BILL TREASURE BOOK BOX,3750.57,1847,109,137,2.0306280454791557
23194,GYMKHANA TREASURE BOOK BOX,3417.83,1630,128,156,2.0968282208588955
23194,GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,14,14,2.1820000000000004
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2,2,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,3,1.45
23196,RETRO LEAVES MAGNETIC NOTEPAD,149.35,103,17,17,1.45
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2242.65,1593,159,211,1.4078154425612053
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1900.9399999999998,1318,113,180,1.4422913505311077
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,3,1.3833333333333333
23198,PANTRY MAGNETIC  SHOPPING LIST,4341.19,3063,259,374,1.4173000326477307
23199,JUMBO BAG APPLES,26426.3,13875,344,718,1.904598198198198
23200,JUMBO BAG PEARS,13034.92,6729,262,470,1.9371258730866399
23201,JUMBO BAG ALPHABET,24160.44,12533,396,752,1.9277459506901777
23202,JUMBO BAG VINTAGE LEAF,20921.55,10695,377,772,1.9561991584852734
23203,JUMBO BAG DOILEY PATTERNS,16737.1,8735,299,454,1.9160961648540353
23203,JUMBO BAG VINTAGE DOILEY ,268.44,143,6,6,1.8772027972027971
23203,JUMBO BAG VINTAGE DOILY ,20641.4,10620,363,621,1.9436346516007534
23204,CHARLOTTE BAG APPLES DESIGN,5632.15,7039,199,425,0.8001349623526068
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,22,22,0.80125
23205,CHARLOTTE BAG VINTAGE ALPHABET ,3784.52,4750,192,323,0.7967410526315789
23206,LUNCH BAG APPLE DESIGN,18220.5,11530,401,866,1.5802688638334779
23207,LUNCH BAG ALPHABET DESIGN,11994.41,7533,377,647,1.5922487720695606
23208,LUNCH BAG VINTAGE LEAF DESIGN,9950.35,6191,305,597,1.607228234534001
23209,LUNCH BAG DOILEY PATTERN ,10323.05,6477,290,464,1.5938011425042458
23209,LUNCH BAG VINTAGE DOILEY ,115.5,70,4,4,1.65
23209,LUNCH BAG VINTAGE DOILY ,10347.66,6438,319,538,1.6072786579683132
23210,WHITE ROCKING HORSE HAND PAINTED,3311.5,2750,115,154,1.2041818181818182
23211,RED ROCKING HORSE HAND PAINTED,2631.5,2206,82,116,1.192883046237534
23212,HEART WREATH DECORATION WITH BELL,2562.63,2163,103,144,1.1847572815533982
23212,PAINTED HEART WREATH WITH BELL,15.0,12,1,1,1.25
23213,STAR WREATH DECORATION WITH BELL,1921.94,1594,95,121,1.2057340025094103
23214,BELL HEART ANTIQUE GOLD,24.96,12,1,1,2.08
23214,JINGLE BELL HEART ANTIQUE GOLD,1599.8700000000001,760,78,91,2.105092105263158
23215,JINGLE BELL HEART ANTIQUE SILVER,6955.8,3544,162,197,1.9626975169300227
23216,LAUREL HEART ANTIQUE GOLD,613.51,518,32,40,1.1843822393822394
23217,LAUREL HEART ANTIQUE SILVER,1567.0,1290,64,84,1.2147286821705425
23218,LAUREL STAR ANTIQUE GOLD,465.81,372,27,33,1.2521774193548387
23219,LAUREL STAR ANTIQUE SILVER ,504.6,404,41,49,1.249009900990099
23220,REINDEER HEART DECORATION GOLD,774.43,929,55,77,0.8336167922497308
23221,REINDEER HEART DECORATION SILVER,1241.59,1461,85,110,0.8498220396988364
23222,CHRISTMAS TREE HANGING GOLD,690.64,776,49,64,0.89
23223,CHRISTMAS TREE HANGING SILVER ,670.1099999999999,745,51,67,0.8994765100671139
23224,CHERUB HEART DECORATION GOLD,620.4499999999999,719,44,59,0.8629346314325451
23225,CHERUB HEART DECORATION SILVER ,1089.6,1296,46,69,0.8407407407407407
23226,FILIGREE HEART DAISY WHITE,1478.59,1199,56,71,1.233185988323603
23227,FILIGREE HEART BUTTERFLY WHITE ,1947.06,1592,61,87,1.2230276381909548
23228,FILIGREE HEART BIRD WHITE ,1726.3,1397,58,78,1.2357193987115247
23229,DONKEY TAIL GAME ,189.54000000000002,54,4,4,3.5100000000000002
23229,VINTAGE DONKEY TAIL GAME ,6146.89,1750,182,215,3.5125085714285715
23230,WRAP ALPHABET DESIGN,3196.5,7925,178,232,0.40334384858044164
23231,WRAP  VINTAGE DOILEY ,42.0,100,2,2,0.42
23231,WRAP  VINTAGE DOILY ,1029.0,2450,80,93,0.42
23231,WRAP DOILEY DESIGN,1915.5,4675,124,162,0.4097326203208556
23232,WRAP VINTAGE LEAF DESIGN,2109.42,5251,118,134,0.4017177680441821
23232,WRAP VINTAGE PETALS  DESIGN,1327.5,3275,95,104,0.40534351145038167
23233,WRAP POPPIES  DESIGN,2105.5,5175,130,158,0.4068599033816425
23234,BISCUIT TIN VINTAGE CHRISTMAS,4567.38,1632,201,232,2.798639705882353
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,3,2.69
23235,STORAGE TIN VINTAGE LEAF,1831.1000000000001,702,86,93,2.6084045584045588
23236,DOILEY BISCUIT TIN,327.6,120,13,13,2.73
23236,DOILEY STORAGE TIN,2934.98,1082,93,112,2.712550831792976
23236,STORAGE TIN VINTAGE DOILEY ,17.34,6,1,1,2.89
23236,STORAGE TIN VINTAGE DOILY ,3502.15,1235,124,158,2.835748987854251
23237,SET OF 4 KNICK KNACK TINS LEAF,2970.8500000000004,739,94,116,4.020094722598106
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1237.2,304,51,53,4.0697368421052635
23238,SET OF 4 KNICK KNACK TINS LONDON ,7116.650000000001,1775,150,233,4.009380281690141
23239,SET OF 4 KNICK KNACK TINS POPPIES,3142.4,812,125,155,3.8699507389162564
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,24.900000000000002,6,1,1,4.15
23240,SET OF 4 KNICK KNACK TINS DOILEY ,7132.700000000001,1802,142,172,3.958213096559379
23240,SET OF 4 KNICK KNACK TINS DOILY ,9237.300000000001,2286,230,312,4.040813648293963
23241,TREASURE TIN GYMKHANA DESIGN,4060.0,2005,183,284,2.024937655860349
23242,TREASURE TIN BUFFALO BILL ,2886.0800000000004,1430,132,187,2.0182377622377623
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22109.08,4658,275,385,4.7464748819235725
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,2,2,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,1552.5099999999998,853,80,96,1.8200586166471275
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,7,1.95
23245,SET OF 3 REGENCY CAKE TINS,26566.280000000002,5844,472,718,4.545906913073238
23247,BISCUIT TIN 50'S CHRISTMAS,5760.52,2048,231,271,2.81275390625
23249,ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1,1,1.6499999999999997
23249,VINTAGE RED ENAMEL TRIM PLATE,1254.8999999999999,778,56,67,1.612982005141388
23250,ENAMEL BOWL PANTRY,30.0,24,2,2,1.25
23250,VINTAGE RED TRIM ENAMEL BOWL ,1328.59,1079,63,87,1.2313160333642261
23251,ENAMEL MUG PANTRY,15.0,12,1,1,1.25
23251,VINTAGE RED ENAMEL TRIM MUG ,1940.45,1633,80,101,1.1882731169626455
23252,ENAMEL JUG PANTRY,30.0,8,2,2,3.75
23252,VINTAGE RED ENAMEL TRIM JUG ,2123.34,578,104,123,3.6735986159169554
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,1,15.95
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,210,43,46,14.372857142857141
23254,CHILDRENS CUTLERY DOLLY GIRL ,6525.55,1621,197,268,4.025632325724861
23254,KIDS CUTLERY DOLLY GIRL ,149.4,36,8,8,4.15
23255,CHILDRENS CUTLERY CIRCUS PARADE,3852.44,962,116,143,4.004615384615384
23256,CHILDRENS CUTLERY SPACEBOY ,7966.080000000001,1980,225,316,4.023272727272728
23256,KIDS CUTLERY SPACEBOY ,149.4,36,8,8,4.15
23263,SET OF 3 WOODEN HEART DECORATIONS,4791.58,3717,269,389,1.2890987355394135
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2396.7,1842,177,249,1.3011400651465796
23265,SET OF 3 WOODEN TREE DECORATIONS,2153.71,1665,180,246,1.2935195195195195
23266,SET OF 3 WOODEN STOCKING DECORATION,2529.64,1964,201,274,1.2880040733197555
23267,SET OF 4 SANTA PLACE SETTINGS,1427.34,1158,79,91,1.2325906735751295
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1980.1799999999998,1434,68,78,1.380878661087866
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1065.3999999999999,748,63,76,1.4243315508021388
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1612.85,1157,96,118,1.3939930855661191
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,1,1,0.83
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1301.05,1603,68,74,0.8116344354335621
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,522.7399999999999,352,34,35,1.4850568181818178
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1533.84,928,88,97,1.6528448275862069
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1870.1099999999997,1139,85,98,1.6418876207199296
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4291.17,3613,171,270,1.1877027401051758
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1427.16,1838,84,128,0.7764744287268771
23280,FOLDING MIRROR HOT PINK ,118.91999999999999,156,5,5,0.7623076923076922
23281,FOLDING BUTTERFLY MIRROR RED  ,961.28,1252,56,89,0.7677955271565495
23281,FOLDING MIRROR RED  ,14.939999999999998,18,2,2,0.8299999999999998
23282,FOLDING BUTTERFLY MIRROR IVORY ,597.78,735,67,100,0.8133061224489796
23282,FOLDING MIRROR IVORY ,14.939999999999998,18,2,2,0.8299999999999998
23283,DOORMAT VINTAGE LEAF,3766.57,541,100,121,6.962236598890943
23283,DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,426,75,88,6.651877934272301
23284,DOORMAT KEEP CALM AND COME IN,35880.85,5338,378,648,6.721777819408017
23285,PINK VINTAGE SPOT BEAKER,4384.83,4679,108,132,0.9371297285744817
23286,BLUE VINTAGE SPOT BEAKER,4528.29,4901,125,164,0.9239522546419098
23287,RED VINTAGE SPOT BEAKER,1445.5,1774,114,146,0.8148252536640361
23288,GREEN VINTAGE SPOT BEAKER,4261.889999999999,4505,107,134,0.9460355160932297
23289,DOLLY GIRL CHILDRENS BOWL,1854.8500000000001,1553,111,141,1.194365743721829
23290,SPACEBOY CHILDRENS BOWL,2757.15,2367,125,174,1.1648288973384031
23291,DOLLY GIRL CHILDRENS CUP,1880.14,1548,104,144,1.214560723514212
23292,SPACE BOY CHILDRENS CUP,143.3,130,5,5,1.1023076923076924
23292,SPACEBOY CHILDRENS CUP,2343.07,1951,112,159,1.2009584828293183
23293,SET OF 12 FAIRY CAKE BAKING CASES,6457.0,8228,323,465,0.7847593582887701
23294,SET OF 6 SNACK LOAF BAKING CASES,3336.94,4264,214,291,0.7825844277673546
23295,SET OF 12 MINI LOAF BAKING CASES,4670.63,5957,250,359,0.7840574114487158
23296,SET OF 6 TEA TIME BAKING CASES,5684.650000000001,4877,243,319,1.1656038548287884
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6677.0,4260,123,140,1.5673708920187794
23298,"BUNTING , SPOTTY ",634.7,146,7,7,4.347260273972603
23298,SPOTTY BUNTING,35509.55,7633,571,1003,4.652109262413206
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,1,1,3.75
23299,FOOD COVER WITH BEADS SET 2 ,3545.17,977,109,121,3.6286284544524054
23300,GARDENERS KNEELING PAD CUP OF TEA ,9933.689999999999,6285,351,635,1.58053937947494
23301,GARDENERS KNEELING PAD KEEP CALM ,12463.779999999999,7722,405,756,1.614061124061124
23302,KNEELING MAT HOUSEWORK  DESIGN,1980.7099999999998,1473,140,187,1.3446775288526815
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,6,1.95
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,71,9,9,1.9499999999999997
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9,9,1.9500000000000002
23306,SET OF 36 DOILIES PANTRY DESIGN,3761.9199999999996,2653,172,195,1.417987184319638
23306,SET OF 36 PANTRY PAPER DOILIES,58.019999999999996,39,14,14,1.4876923076923076
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,5974.39,11661,366,504,0.5123394220049738
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3091.61,5955,209,305,0.5191620486985726
23309,SET OF 60 I LOVE LONDON CAKE CASES ,3697.7000000000003,7670,178,294,0.4820990873533247
23310,BUBBLEGUM RING ASSORTED,4894.83,11891,146,213,0.41164157766377935
23311,VINTAGE CHRISTMAS STOCKING ,5564.25,2199,246,281,2.530354706684857
23312,VINTAGE CHRISTMAS GIFT SACK,5523.0,1364,168,193,4.049120234604105
23313,VINTAGE CHRISTMAS BUNTING,12960.12,2748,254,359,4.716200873362446
23314,VINTAGE CHRISTMAS TABLECLOTH,4638.52,391,87,104,11.863222506393862
23315,IVORY REFECTORY CLOCK,1894.7,202,63,76,9.37970297029703
23316,RED REFECTORY CLOCK ,2212.25,235,75,95,9.413829787234043
23317,BLUE REFECTORY CLOCK ,1547.95,161,56,70,9.614596273291927
23318,BOX OF 6 MINI VINTAGE CRACKERS,8345.43,3645,270,329,2.289555555555556
23319,BOX OF 6 MINI 50'S CRACKERS,8169.4800000000005,3520,300,365,2.320875
23320,GIANT 50'S CHRISTMAS CRACKER,6907.52,2628,260,310,2.628432267884323
23321,SMALL WHITE HEART OF WICKER,6798.099999999999,4262,378,582,1.595049272641952
23322,LARGE WHITE HEART OF WICKER,8137.500000000001,2892,350,511,2.8137966804979255
23323,WHITE WICKER STAR ,2954.7000000000003,1422,210,270,2.0778481012658228
23324,RUSTIC STRAWBERRY JAM POT LARGE ,531.84,261,32,33,2.0377011494252875
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,238.56,120,6,6,1.988
23325,RUSTIC STRAWBERRY JAM POT SMALL,641.9999999999999,408,24,27,1.5735294117647056
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3,3,1.6499999999999997
23326,HANGING MINI COLOURED BOTTLES,1999.5900000000001,3369,52,55,0.593526268922529
23327,HANGING CLEAR MINI BOTTLE,1012.0200000000001,1710,33,34,0.5918245614035088
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,7495.29,2063,195,281,3.633199224430441
23329,DECORATIVE WICKER HEART LARGE,2794.6499999999996,1701,168,215,1.6429453262786593
23330,DECORATIVE WICKER HEART MEDIUM,2181.19,1751,158,195,1.245682467161622
23331,DECORATIVE WICKER HEART SMALL,932.2800000000001,1492,67,81,0.6248525469168902
23332,IVORY WICKER HEART LARGE,3255.7499999999995,1979,207,267,1.6451490651844363
23333,IVORY WICKER HEART MEDIUM,2498.65,2009,179,216,1.2437282229965156
23334,IVORY WICKER HEART SMALL,1345.5,2154,83,95,0.6246518105849582
23335,EGG FRYING PAN IVORY ,722.5600000000001,358,62,81,2.018324022346369
23336,EGG FRYING PAN PINK ,415.97,199,46,63,2.0903015075376885
23337,EGG FRYING PAN MINT ,351.52000000000004,169,49,60,2.08
23338,EGG FRYING PAN RED ,820.32,405,62,91,2.0254814814814814
23339,EGG FRYING PAN BLUE ,312.0,150,43,58,2.08
23340,VINTAGE CHRISTMAS CAKE FRILL,3879.45,2453,112,122,1.581512433754586
23341,PINK DINER WALL CLOCK,2317.1,281,75,98,8.245907473309607
23342,MINT DINER CLOCK,17.0,2,1,1,8.5
23342,MINT DINER WALL CLOCK,3034.5,363,104,154,8.359504132231406
23343,JUMBO BAG VINTAGE CHRISTMAS ,9742.1,4905,286,385,1.9861569826707441
23344,JUMBO BAG 50'S CHRISTMAS ,17636.04,8933,391,586,1.9742572484047913
23345, DOLLY GIRL BEAKER,2754.5,2394,100,133,1.1505847953216375
23346,SPACEBOY BEAKER,2970.75,2567,106,138,1.1572847682119205
23347,I LOVE LONDON BEAKER,999.75,827,51,70,1.208887545344619
23348,CHILDRENS TOY COOKING UTENSIL SET,1363.16,676,95,122,2.016508875739645
23349,ROLL WRAP VINTAGE CHRISTMAS,3450.39,2847,214,246,1.2119388830347735
23350,ROLL WRAP VINTAGE SPOT ,3154.4,2584,205,246,1.2207430340557275
23351,ROLL WRAP 50'S CHRISTMAS,3694.02,3054,242,271,1.2095677799607072
23352,ROLL WRAP 50'S RED CHRISTMAS ,1961.01,1593,151,162,1.2310169491525425
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3068.8199999999997,3726,227,253,0.8236231884057971
23354,6 GIFT TAGS 50'S CHRISTMAS ,2750.93,3343,235,261,0.8228926114268621
23355,HOT WATER BOTTLE KEEP CALM,24302.550000000003,5313,474,719,4.574167137210616
23356,LOVE HOT WATER BOTTLE,12954.75,2325,316,449,5.571935483870968
23357,HOT WATER BOTTLE SEX BOMB,1832.0,432,79,88,4.2407407407407405
23358,HOT STUFF HOT WATER BOTTLE,1686.15,527,61,67,3.1995256166982924
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,6,1.9499999999999997
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1715.85,915,67,70,1.8752459016393441
23360,SET 8 CANDLES VINTAGE DOILEY,216.29999999999998,122,7,7,1.772950819672131
23360,SET 8 CANDLES VINTAGE DOILY,1932.0,1024,88,100,1.88671875
23365,SET 12 COLOUR PENCILS LOVE LONDON,991.45,1529,107,128,0.6484303466317856
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3,3,0.65
23366,SET 12 COLOURING PENCILS DOILEY,0.65,1,1,1,0.65
23366,SET 12 COLOURING PENCILS DOILY,1177.1000000000001,1870,112,137,0.6294652406417113
23367,SET 12 COLOUR PENCILS SPACEBOY ,1803.3000000000002,2778,184,231,0.6491360691144709
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1396.4,2152,134,178,0.6488847583643124
23369,SET 36 COLOUR PENCILS LOVE LONDON,1053.29,901,80,95,1.169023307436182
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3,1.25
23370,SET 36 COLOURING PENCILS DOILEY,1.25,1,1,1,1.25
23370,SET 36 COLOURING PENCILS DOILY,1562.6100000000001,1289,84,102,1.212265321955004
23371,SET 36 COLOUR PENCILS SPACEBOY ,1775.22,1498,98,133,1.1850600801068092
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1520.22,1294,76,99,1.174822256568779
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1241.6599999999999,1563,86,88,0.7944081893793985
23374,RED SPOT PAPER GIFT BAG,1944.08,2444,108,122,0.7954500818330605
23375,50'S CHRISTMAS PAPER GIFT BAG,1059.9399999999998,1317,85,88,0.8048139711465451
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,995.4599999999999,2630,104,113,0.3785019011406844
23377,PACK OF 12 DOLLY GIRL TISSUES,468.0,1200,69,80,0.39
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1270.59,3413,127,144,0.37227951948432464
23379,PACK OF 12 RED APPLE TISSUES,428.01,1175,49,50,0.36426382978723404
23380,PACK OF 12 DOILEY TISSUES,28.08,72,2,2,0.38999999999999996
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.6899999999999,2087,85,92,0.37551030186871104
23381,PACK OF 12 VINTAGE LEAF TISSUES ,544.62,1474,59,64,0.36948439620081414
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,1712,136,163,3.595233644859813
23388,WOODLAND MINI BACKPACK,3133.6000000000004,784,114,133,3.9969387755102046
23388,WOODLAND MINI RUCKSACK ,20.75,5,2,2,4.15
23389,SPACEBOY MINI BACKPACK,4134.5,1030,157,201,4.014077669902913
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4,4.15
23390,DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,116,144,3.981697054698458
23390,DOLLY GIRL MINI RUCKSACK,33.2,8,2,2,4.15
23391, I LOVE LONDON MINI BACKPACK,1449.8500000000001,359,58,68,4.03857938718663
23391, I LOVE LONDON MINI RUCKSACK,4.15,1,1,1,4.15
