CustomerID,TotalSales_Sum,Avg_Transaction_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Purchase_Days,Country,Total_Transactions,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Customer_Lifetime_Days,Avg_Days_Between_Orders
15175,224.14,9.745217391304347,23,2011-09-29 11:31:00,2011-09-29 11:31:00,1,United Kingdom,1,72,1,224.14,2,1,1,4,Cannot Lose,0,0.0
15178,40.5,13.5,3,2011-03-24 15:12:00,2011-03-24 15:12:00,1,United Kingdom,1,260,1,40.5,1,1,1,3,Cannot Lose,0,0.0
15179,2206.95,23.73064516129032,93,2011-01-24 13:48:00,2011-11-21 12:53:00,5,United Kingdom,5,18,5,2206.95,4,4,4,12,Champians,300,60.0
15180,87.5,14.583333333333334,6,2010-12-07 14:57:00,2010-12-07 14:57:00,1,United Kingdom,1,367,1,87.5,1,1,1,3,Cannot Lose,0,0.0
15181,689.4799999999999,43.092499999999994,16,2011-03-15 12:03:00,2011-10-04 13:58:00,3,United Kingdom,3,66,3,689.4799999999999,2,3,3,8,Potential Loyalists,203,67.66666666666667
15182,622.85,21.477586206896554,29,2011-03-16 12:42:00,2011-07-08 13:37:00,2,United Kingdom,2,154,2,622.85,1,2,2,5,At Risk,114,57.0
15184,402.2,6.487096774193549,62,2011-06-02 12:06:00,2011-11-10 13:41:00,2,United Kingdom,2,29,2,402.2,3,2,2,7,Potential Loyalists,161,80.5
15185,310.62,14.791428571428572,21,2011-09-30 14:06:00,2011-09-30 14:06:00,1,United Kingdom,1,70,1,310.62,2,1,2,5,At Risk,0,0.0
15186,411.41,21.653157894736843,19,2011-06-24 14:54:00,2011-11-25 14:58:00,2,United Kingdom,2,14,2,411.41,4,2,2,8,Potential Loyalists,154,77.0
15187,4777.18,52.49648351648352,91,2011-05-11 13:49:00,2011-12-08 11:56:00,16,United Kingdom,16,2,16,4777.18,4,4,4,12,Champians,210,13.125
15189,16225.39,76.53485849056604,212,2011-01-11 12:29:00,2011-12-08 13:22:00,41,United Kingdom,41,1,41,16225.39,4,4,4,12,Champians,331,8.073170731707316
15192,1044.32,20.47686274509804,51,2010-12-09 14:56:00,2011-08-12 11:41:00,3,United Kingdom,3,120,3,1044.32,2,3,3,8,Potential Loyalists,245,81.66666666666667
15193,499.32,26.28,19,2011-10-10 08:23:00,2011-10-10 08:23:00,1,United Kingdom,1,61,1,499.32,2,1,2,5,At Risk,0,0.0
15194,7616.53,24.569451612903226,310,2010-12-06 15:00:00,2011-12-06 15:10:00,15,United Kingdom,15,3,15,7616.53,4,4,4,12,Champians,365,24.333333333333332
15195,3861.0,3861.0,1,2011-12-07 12:20:00,2011-12-07 12:20:00,1,United Kingdom,1,3,1,3861.0,4,1,4,9,Loyal Customers,0,0.0
15197,1079.6100000000001,33.737812500000004,32,2010-12-16 18:01:00,2011-11-29 10:00:00,3,United Kingdom,3,11,3,1079.6100000000001,4,3,3,10,Loyal Customers,347,115.66666666666667
15198,193.64,19.363999999999997,10,2011-08-07 15:16:00,2011-09-08 14:42:00,2,United Kingdom,2,92,2,193.64,2,2,1,5,At Risk,31,15.5
15199,1268.7,97.5923076923077,13,2011-02-04 14:04:00,2011-10-11 15:12:00,4,United Kingdom,4,59,4,1268.7,2,3,3,8,Potential Loyalists,249,62.25
15201,1236.54,17.92086956521739,69,2011-04-06 14:02:00,2011-09-13 14:53:00,5,United Kingdom,5,87,5,1236.54,2,4,3,9,Loyal Customers,160,32.0
15203,1827.8,12.871830985915492,142,2011-02-01 12:29:00,2011-11-14 08:16:00,6,United Kingdom,6,26,6,1827.8,3,4,4,11,Champians,285,47.5
15204,316.58,35.175555555555555,9,2010-12-17 13:49:00,2010-12-17 13:49:00,1,United Kingdom,1,357,1,316.58,1,1,2,4,Cannot Lose,0,0.0
15205,653.24,17.655135135135136,37,2011-08-04 16:07:00,2011-09-15 19:36:00,2,United Kingdom,2,85,2,653.24,2,2,2,6,At Risk,42,21.0
15206,420.29999999999995,46.699999999999996,9,2011-03-09 08:59:00,2011-11-29 13:41:00,4,United Kingdom,4,10,4,420.29999999999995,4,3,2,9,Loyal Customers,265,66.25
15208,870.12,20.717142857142857,42,2010-12-21 13:03:00,2011-12-08 17:24:00,5,United Kingdom,5,1,5,870.12,4,4,3,11,Champians,352,70.4
15210,331.18,16.559,20,2011-04-28 16:11:00,2011-04-28 16:11:00,1,United Kingdom,1,225,1,331.18,1,1,2,4,Cannot Lose,0,0.0
15211,894.4100000000001,17.20019230769231,52,2010-12-09 16:08:00,2011-10-10 13:31:00,2,United Kingdom,2,60,2,894.4100000000001,2,2,3,7,Potential Loyalists,304,152.0
15212,101.8,20.36,5,2011-04-12 13:45:00,2011-04-12 13:45:00,1,United Kingdom,1,241,1,101.8,1,1,1,3,Cannot Lose,0,0.0
15213,328.35,13.68125,24,2011-01-14 11:05:00,2011-01-25 12:21:00,2,United Kingdom,2,319,2,328.35,1,2,2,5,At Risk,11,5.5
15214,1661.44,15.104000000000001,110,2011-04-11 09:46:00,2011-12-08 12:07:00,8,United Kingdom,8,2,8,1661.44,4,4,4,12,Champians,241,30.125
15215,734.94,20.998285714285714,35,2011-09-04 12:24:00,2011-10-24 11:41:00,3,United Kingdom,3,47,3,734.94,3,3,3,9,Loyal Customers,49,16.333333333333332
15216,96.6,48.3,2,2011-09-13 11:41:00,2011-09-13 11:41:00,1,United Kingdom,1,88,1,96.6,2,1,1,4,Cannot Lose,0,0.0
15218,5756.89,34.680060240963854,166,2011-01-25 11:20:00,2011-11-29 11:48:00,11,United Kingdom,11,11,11,5756.89,4,4,4,12,Champians,308,28.0
15219,305.75,33.97222222222222,9,2011-06-16 16:57:00,2011-06-16 16:57:00,1,United Kingdom,1,176,1,305.75,1,1,1,3,Cannot Lose,0,0.0
15220,1778.96,15.204786324786324,117,2011-03-04 10:24:00,2011-10-19 12:39:00,6,United Kingdom,6,52,6,1778.96,2,4,4,10,Loyal Customers,229,38.166666666666664
15221,403.25,80.65,5,2010-12-08 13:08:00,2010-12-08 13:08:00,1,United Kingdom,1,366,1,403.25,1,1,2,4,Cannot Lose,0,0.0
15222,585.0,117.0,5,2011-01-25 08:03:00,2011-01-25 08:03:00,1,United Kingdom,1,319,1,585.0,1,1,2,4,Cannot Lose,0,0.0
15223,755.75,37.7875,20,2011-04-04 12:17:00,2011-04-28 11:31:00,2,United Kingdom,2,226,2,755.75,1,2,3,6,At Risk,23,11.5
15224,322.08,23.005714285714284,14,2010-12-12 12:34:00,2010-12-16 15:02:00,2,United Kingdom,2,358,2,322.08,1,2,2,5,At Risk,4,2.0
15225,409.40000000000003,17.8,23,2011-04-19 14:51:00,2011-04-19 14:51:00,1,United Kingdom,1,234,1,409.40000000000003,1,1,2,4,Cannot Lose,0,0.0
15226,154.41,19.30125,8,2011-02-02 11:41:00,2011-02-02 11:41:00,1,United Kingdom,1,311,1,154.41,1,1,1,3,Cannot Lose,0,0.0
15227,1219.4,21.024137931034485,58,2011-01-26 15:31:00,2011-11-03 11:59:00,5,United Kingdom,5,37,5,1219.4,3,4,3,10,Loyal Customers,280,56.0
15228,3386.71,27.09368,125,2011-02-18 09:04:00,2011-10-04 13:56:00,4,United Kingdom,4,66,4,3386.71,2,3,4,9,Loyal Customers,228,57.0
15230,429.6,18.678260869565218,23,2011-04-13 11:04:00,2011-04-14 14:39:00,2,United Kingdom,2,239,2,429.6,1,2,2,5,At Risk,1,0.5
15232,612.06,19.743870967741934,31,2011-07-22 12:21:00,2011-08-18 16:27:00,2,United Kingdom,2,113,2,612.06,2,2,2,6,At Risk,27,13.5
15234,197.0,14.071428571428571,14,2011-03-08 08:53:00,2011-03-08 08:53:00,1,United Kingdom,1,277,1,197.0,1,1,1,3,Cannot Lose,0,0.0
15235,2247.51,15.716853146853149,143,2010-12-01 17:22:00,2011-05-06 09:44:00,11,United Kingdom,12,218,12,2247.51,1,4,4,9,Loyal Customers,155,12.916666666666666
15236,321.05,21.403333333333332,15,2011-02-14 10:52:00,2011-02-14 10:52:00,1,United Kingdom,1,299,1,321.05,1,1,2,4,Cannot Lose,0,0.0
15237,1412.32,14.265858585858584,99,2011-04-26 15:04:00,2011-12-08 09:46:00,4,United Kingdom,4,2,4,1412.32,4,3,3,10,Loyal Customers,225,56.25
15238,1071.99,21.4398,50,2011-06-08 16:00:00,2011-11-10 14:28:00,3,United Kingdom,3,29,3,1071.99,3,3,3,9,Loyal Customers,154,51.333333333333336
15239,780.59,15.930408163265307,49,2011-09-22 09:53:00,2011-11-29 14:14:00,2,United Kingdom,2,10,2,780.59,4,2,3,9,Loyal Customers,68,34.0
15240,1706.57,21.879102564102563,78,2011-02-01 08:23:00,2011-10-26 09:50:00,5,United Kingdom,5,45,5,1706.57,3,4,4,11,Champians,267,53.4
15241,1756.44,15.967636363636364,110,2011-03-01 11:02:00,2011-10-04 09:05:00,8,United Kingdom,8,67,8,1756.44,2,4,4,10,Loyal Customers,216,27.0
15243,316.68,14.394545454545455,22,2011-09-26 14:12:00,2011-09-26 14:12:00,1,United Kingdom,1,74,1,316.68,2,1,2,5,At Risk,0,0.0
15244,631.57,18.57558823529412,34,2011-04-05 15:12:00,2011-10-05 13:19:00,2,United Kingdom,2,65,2,631.57,2,2,2,6,At Risk,182,91.0
15245,2515.84,28.267865168539327,89,2011-03-23 13:42:00,2011-07-28 18:56:00,3,United Kingdom,3,134,3,2515.84,2,3,4,9,Loyal Customers,127,42.333333333333336
15246,514.15,15.58030303030303,33,2010-12-16 09:46:00,2011-04-15 14:45:00,2,United Kingdom,2,238,2,514.15,1,2,2,5,At Risk,120,60.0
15247,356.0,59.333333333333336,6,2011-08-09 12:52:00,2011-08-09 12:52:00,1,United Kingdom,1,122,1,356.0,2,1,2,5,At Risk,0,0.0
15249,6688.46,19.109885714285713,350,2011-03-28 12:49:00,2011-11-08 11:45:00,13,United Kingdom,13,32,13,6688.46,3,4,4,11,Champians,224,17.23076923076923
15251,10484.99,94.45936936936937,111,2011-04-12 10:38:00,2011-11-30 15:02:00,11,United Kingdom,11,9,11,10484.99,4,4,4,12,Champians,232,21.09090909090909
15252,740.78,16.83590909090909,44,2011-06-09 14:15:00,2011-11-03 13:30:00,2,United Kingdom,2,36,2,740.78,3,2,3,8,Potential Loyalists,146,73.0
15253,918.1999999999999,17.32452830188679,53,2011-06-23 12:19:00,2011-11-23 16:22:00,4,United Kingdom,5,16,5,918.1999999999999,4,4,3,11,Champians,153,30.6
15254,300.36,16.686666666666667,18,2011-08-04 15:04:00,2011-08-04 15:04:00,1,United Kingdom,1,127,1,300.36,2,1,1,4,Cannot Lose,0,0.0
15255,890.85,18.95425531914894,47,2011-10-04 12:43:00,2011-10-04 12:43:00,1,United Kingdom,1,67,1,890.85,2,1,3,6,At Risk,0,0.0
15256,98.45,16.408333333333335,6,2011-07-14 11:47:00,2011-07-14 11:47:00,1,United Kingdom,1,149,1,98.45,1,1,1,3,Cannot Lose,0,0.0
15257,317.15,45.30714285714286,7,2011-03-01 12:58:00,2011-03-01 12:58:00,1,United Kingdom,1,283,1,317.15,1,1,2,4,Cannot Lose,0,0.0
15258,623.16,18.328235294117647,34,2011-05-06 14:16:00,2011-06-24 12:30:00,2,United Kingdom,2,169,2,623.16,1,2,2,5,At Risk,48,24.0
15260,1810.77,23.516493506493507,77,2010-12-02 12:09:00,2011-08-31 13:55:00,6,United Kingdom,7,100,7,1810.77,2,4,4,10,Loyal Customers,272,38.857142857142854
15261,254.82,13.41157894736842,19,2011-07-27 15:20:00,2011-07-27 15:20:00,1,United Kingdom,1,135,1,254.82,2,1,1,4,Cannot Lose,0,0.0
15262,178.95000000000002,17.895000000000003,10,2011-01-20 12:16:00,2011-01-20 12:16:00,1,United Kingdom,1,324,1,178.95000000000002,1,1,1,3,Cannot Lose,0,0.0
15263,156.51,13.042499999999999,12,2011-08-25 10:26:00,2011-08-25 10:26:00,1,United Kingdom,1,107,1,156.51,2,1,1,4,Cannot Lose,0,0.0
15264,393.74,17.11913043478261,23,2011-10-06 13:49:00,2011-10-06 13:49:00,1,United Kingdom,1,64,1,393.74,2,1,2,5,At Risk,0,0.0
15265,1506.1200000000001,18.36731707317073,82,2011-04-18 12:16:00,2011-07-11 14:46:00,2,United Kingdom,2,151,2,1506.1200000000001,1,2,3,6,At Risk,84,42.0
15266,119.3,19.883333333333333,6,2011-01-05 13:40:00,2011-01-05 13:40:00,1,United Kingdom,1,338,1,119.3,1,1,1,3,Cannot Lose,0,0.0
15267,1717.36,156.12363636363636,11,2011-06-10 10:24:00,2011-11-17 15:59:00,5,United Kingdom,5,22,5,1717.36,3,4,4,11,Champians,160,32.0
15269,408.8,204.4,2,2011-11-16 09:32:00,2011-11-16 09:32:00,1,United Kingdom,1,24,1,408.8,3,1,2,6,At Risk,0,0.0
15270,2379.49,58.03634146341463,41,2011-02-02 13:25:00,2011-11-24 09:24:00,7,United Kingdom,7,16,7,2379.49,4,4,4,12,Champians,294,42.0
15271,2493.34,9.444469696969698,264,2010-12-09 13:47:00,2011-12-02 14:11:00,15,United Kingdom,15,7,15,2493.34,4,4,4,12,Champians,358,23.866666666666667
15272,721.94,11.45936507936508,63,2011-09-14 16:36:00,2011-10-13 12:59:00,2,United Kingdom,2,57,2,721.94,2,2,3,7,Potential Loyalists,28,14.0
15274,716.57,15.246170212765959,47,2011-11-21 14:17:00,2011-12-05 16:57:00,2,United Kingdom,2,4,2,716.57,4,2,3,9,Loyal Customers,14,7.0
15275,615.14,15.003414634146342,41,2011-11-02 11:20:00,2011-11-02 11:20:00,1,United Kingdom,1,38,1,615.14,3,1,2,6,At Risk,0,0.0
15276,128.63,2.6251020408163264,49,2011-10-04 16:39:00,2011-10-04 16:39:00,1,United Kingdom,1,66,1,128.63,2,1,1,4,Cannot Lose,0,0.0
15277,255.89999999999998,21.325,12,2011-10-24 10:08:00,2011-10-24 10:08:00,1,United Kingdom,1,47,1,255.89999999999998,3,1,1,5,At Risk,0,0.0
15279,290.51,15.29,19,2010-12-20 10:48:00,2010-12-20 10:48:00,1,United Kingdom,1,355,1,290.51,1,1,1,3,Cannot Lose,0,0.0
15280,113.12,7.07,16,2011-06-20 17:14:00,2011-06-20 17:14:00,1,United Kingdom,1,172,1,113.12,1,1,1,3,Cannot Lose,0,0.0
15281,2332.15,16.778057553956835,139,2011-01-10 15:51:00,2011-10-12 09:10:00,9,United Kingdom,9,59,9,2332.15,2,4,4,10,Loyal Customers,274,30.444444444444443
15286,240.55,80.18333333333334,3,2011-10-21 11:08:00,2011-10-21 11:08:00,1,United Kingdom,1,50,1,240.55,3,1,1,5,At Risk,0,0.0
15287,486.69,24.3345,20,2011-09-30 12:30:00,2011-11-17 15:34:00,2,United Kingdom,2,22,2,486.69,3,2,2,7,Potential Loyalists,48,24.0
15288,2306.52,26.210454545454546,88,2010-12-09 13:59:00,2011-10-27 16:58:00,5,United Kingdom,5,43,5,2306.52,3,4,4,11,Champians,322,64.4
15289,939.78,16.20310344827586,58,2011-04-04 12:44:00,2011-11-10 13:49:00,3,United Kingdom,3,29,3,939.78,3,3,3,9,Loyal Customers,220,73.33333333333333
15290,7943.22,38.93735294117647,204,2010-12-15 16:03:00,2011-12-05 11:39:00,18,United Kingdom,18,5,18,7943.22,4,4,4,12,Champians,354,19.666666666666668
15291,4668.3,45.32330097087379,103,2010-12-01 09:32:00,2011-11-14 11:02:00,15,United Kingdom,15,26,15,4668.3,3,4,4,11,Champians,348,23.2
15292,178.39,7.432916666666666,24,2011-05-22 15:00:00,2011-05-22 15:00:00,1,United Kingdom,1,201,1,178.39,1,1,1,3,Cannot Lose,0,0.0
15296,3672.86,18.932268041237116,194,2011-01-17 11:57:00,2011-10-20 11:47:00,6,United Kingdom,6,51,6,3672.86,3,4,4,11,Champians,275,45.833333333333336
15297,641.94,16.46,39,2011-10-07 09:42:00,2011-11-29 16:32:00,3,United Kingdom,3,10,3,641.94,4,3,2,9,Loyal Customers,53,17.666666666666668
15298,4799.9,24.999479166666664,192,2010-12-08 13:55:00,2011-12-07 17:17:00,12,United Kingdom,12,2,12,4799.9,4,4,4,12,Champians,364,30.333333333333332
15299,4507.01,643.8585714285715,7,2010-12-02 16:48:00,2011-10-03 14:19:00,7,United Kingdom,7,67,7,4507.01,2,4,4,10,Loyal Customers,304,43.42857142857143
15300,496.44,17.73,28,2011-10-06 17:08:00,2011-10-06 17:08:00,1,United Kingdom,1,64,1,496.44,2,1,2,5,At Risk,0,0.0
15301,5049.95,20.867561983471074,242,2010-12-06 12:21:00,2011-10-20 09:57:00,12,United Kingdom,12,51,12,5049.95,3,4,4,11,Champians,317,26.416666666666668
15303,574.02,18.516774193548386,31,2011-02-22 13:59:00,2011-02-22 13:59:00,1,United Kingdom,1,290,1,574.02,1,1,2,4,Cannot Lose,0,0.0
15304,694.4000000000001,30.19130434782609,23,2010-12-06 11:42:00,2011-10-10 10:23:00,8,United Kingdom,8,61,8,694.4000000000001,2,4,3,9,Loyal Customers,307,38.375
15306,1174.35,20.247413793103448,58,2011-07-14 15:22:00,2011-10-06 12:56:00,3,United Kingdom,3,64,3,1174.35,2,3,3,8,Potential Loyalists,83,27.666666666666668
15307,205.3,17.108333333333334,12,2011-09-05 11:38:00,2011-09-05 11:38:00,1,United Kingdom,1,96,1,205.3,2,1,1,4,Cannot Lose,0,0.0
15308,310.47,16.340526315789475,19,2011-03-10 13:08:00,2011-03-10 13:08:00,1,United Kingdom,1,274,1,310.47,1,1,2,4,Cannot Lose,0,0.0
15311,60632.75,25.626690617075234,2366,2010-12-01 09:41:00,2011-12-09 12:00:00,91,United Kingdom,91,1,91,60632.75,4,4,4,12,Champians,373,4.0989010989010985
15312,924.85,19.677659574468084,47,2010-12-20 12:51:00,2011-09-25 13:10:00,4,United Kingdom,4,75,4,924.85,2,3,3,8,Potential Loyalists,279,69.75
15313,52.0,52.0,1,2011-08-21 16:02:00,2011-08-21 16:02:00,1,United Kingdom,1,110,1,52.0,2,1,1,4,Cannot Lose,0,0.0
15314,327.97,13.665416666666667,24,2011-05-24 14:39:00,2011-05-24 14:39:00,1,United Kingdom,1,199,1,327.97,1,1,2,4,Cannot Lose,0,0.0
15315,570.5,15.41891891891892,37,2011-08-15 15:17:00,2011-10-06 12:51:00,2,United Kingdom,2,64,2,570.5,2,2,2,6,At Risk,51,25.5
15316,165.0,165.0,1,2011-01-17 11:34:00,2011-01-17 11:34:00,1,United Kingdom,1,327,1,165.0,1,1,1,3,Cannot Lose,0,0.0
15318,312.62,9.473333333333333,33,2011-12-06 11:30:00,2011-12-06 11:30:00,1,United Kingdom,1,4,1,312.62,4,1,2,7,Potential Loyalists,0,0.0
15319,204.5,12.78125,16,2011-03-01 12:48:00,2011-03-01 12:48:00,1,United Kingdom,1,284,1,204.5,1,1,1,3,Cannot Lose,0,0.0
15320,267.13,7.420277777777778,36,2011-10-26 13:27:00,2011-10-26 13:27:00,1,United Kingdom,1,44,1,267.13,3,1,1,5,At Risk,0,0.0
15321,2748.31,28.92957894736842,95,2011-02-21 11:10:00,2011-09-30 09:40:00,3,United Kingdom,3,71,3,2748.31,2,3,4,9,Loyal Customers,220,73.33333333333333
15322,679.68,16.18285714285714,42,2011-09-15 09:34:00,2011-09-15 09:34:00,1,United Kingdom,1,86,1,679.68,2,1,3,6,At Risk,0,0.0
15325,161.74,3.3695833333333334,48,2011-08-28 11:55:00,2011-08-28 11:55:00,1,United Kingdom,1,104,1,161.74,2,1,1,4,Cannot Lose,0,0.0
15326,311.71,10.748620689655171,29,2011-01-10 11:38:00,2011-01-10 11:38:00,1,United Kingdom,1,334,1,311.71,1,1,2,4,Cannot Lose,0,0.0
15327,208.75,20.875,10,2011-10-18 11:55:00,2011-10-18 11:55:00,1,United Kingdom,1,53,1,208.75,2,1,1,4,Cannot Lose,0,0.0
15329,1049.7,18.41578947368421,57,2011-06-21 10:37:00,2011-10-31 15:36:00,3,United Kingdom,3,39,3,1049.7,3,3,3,9,Loyal Customers,132,44.0
15330,714.96,54.99692307692308,13,2011-10-10 12:30:00,2011-11-07 17:50:00,2,United Kingdom,2,32,2,714.96,3,2,3,8,Potential Loyalists,28,14.0
15332,1661.06,47.45885714285714,35,2010-12-05 12:00:00,2010-12-08 14:43:00,4,Lithuania,4,366,4,1661.06,1,3,4,8,Potential Loyalists,3,0.75
15333,1028.56,64.285,16,2011-05-15 13:27:00,2011-05-15 13:27:00,1,United Kingdom,1,208,1,1028.56,1,1,3,5,At Risk,0,0.0
15334,350.82,3.579795918367347,98,2011-06-19 13:51:00,2011-07-06 11:22:00,3,United Kingdom,3,157,3,350.82,1,3,2,6,At Risk,16,5.333333333333333
15335,170.22,4.863428571428571,35,2011-10-17 12:50:00,2011-10-17 12:50:00,1,United Kingdom,1,54,1,170.22,2,1,1,4,Cannot Lose,0,0.0
15339,574.07,6.675232558139536,86,2011-01-25 13:15:00,2011-10-04 12:51:00,2,United Kingdom,2,66,2,574.07,2,2,2,6,At Risk,251,125.5
15341,2020.52,118.85411764705883,17,2011-09-20 09:40:00,2011-09-20 09:40:00,1,United Kingdom,1,81,1,2020.52,2,1,4,7,Potential Loyalists,0,0.0
15342,406.09,16.920416666666664,24,2011-08-02 10:19:00,2011-08-02 10:19:00,1,United Kingdom,1,130,1,406.09,2,1,2,5,At Risk,0,0.0
15343,364.5,17.357142857142858,21,2011-09-13 13:55:00,2011-09-13 13:55:00,1,United Kingdom,1,87,1,364.5,2,1,2,5,At Risk,0,0.0
15344,563.94,21.69,26,2011-09-26 14:48:00,2011-12-09 10:45:00,3,United Kingdom,3,1,3,563.94,4,3,2,9,Loyal Customers,73,24.333333333333332
15345,393.54,19.677,20,2011-10-25 11:28:00,2011-10-25 11:28:00,1,United Kingdom,1,46,1,393.54,3,1,2,6,At Risk,0,0.0
15346,252.42000000000002,14.848235294117648,17,2011-01-11 11:18:00,2011-01-11 11:18:00,1,United Kingdom,1,333,1,252.42000000000002,1,1,1,3,Cannot Lose,0,0.0
15347,201.60000000000002,40.32000000000001,5,2010-12-08 15:25:00,2010-12-08 15:25:00,1,United Kingdom,1,366,1,201.60000000000002,1,1,1,3,Cannot Lose,0,0.0
15348,158.04,17.56,9,2011-09-28 13:17:00,2011-09-28 13:17:00,1,United Kingdom,1,72,1,158.04,2,1,1,4,Cannot Lose,0,0.0
15349,463.90999999999997,6.533943661971831,71,2011-06-05 15:46:00,2011-07-04 16:06:00,2,United Kingdom,2,158,2,463.90999999999997,1,2,2,5,At Risk,29,14.5
15350,115.65,23.130000000000003,5,2010-12-01 13:33:00,2010-12-01 13:33:00,1,United Kingdom,1,373,1,115.65,1,1,1,3,Cannot Lose,0,0.0
15351,1934.66,8.83406392694064,219,2010-12-05 11:49:00,2011-11-27 12:52:00,7,United Kingdom,7,12,7,1934.66,4,4,4,12,Champians,357,51.0
15353,770.12,12.624918032786885,61,2010-12-07 11:49:00,2011-03-30 12:15:00,2,United Kingdom,2,255,2,770.12,1,2,3,6,At Risk,113,56.5
15355,277.05,19.789285714285715,14,2011-10-17 15:22:00,2011-11-10 13:44:00,2,United Kingdom,2,29,2,277.05,3,2,1,6,At Risk,23,11.5
15356,2718.03,5.446953907815631,499,2010-12-06 14:05:00,2011-11-08 13:11:00,10,United Kingdom,10,31,10,2718.03,3,4,4,11,Champians,336,33.6
15358,8347.2,15.149183303085302,551,2010-12-09 10:04:00,2011-12-05 09:04:00,21,United Kingdom,22,5,22,8347.2,4,4,4,12,Champians,360,16.363636363636363
15360,427.93,32.917692307692306,13,2011-10-31 09:35:00,2011-10-31 09:35:00,1,United Kingdom,1,40,1,427.93,3,1,2,6,At Risk,0,0.0
15361,418.92,59.84571428571429,7,2010-12-13 09:52:00,2010-12-13 09:52:00,1,United Kingdom,1,362,1,418.92,1,1,2,4,Cannot Lose,0,0.0
15363,326.0,20.375,16,2010-12-02 12:28:00,2010-12-02 12:28:00,1,United Kingdom,1,373,1,326.0,1,1,2,4,Cannot Lose,0,0.0
15364,913.19,31.489310344827587,29,2011-03-30 13:39:00,2011-09-05 09:46:00,2,United Kingdom,2,96,2,913.19,2,2,3,7,Potential Loyalists,158,79.0
15365,2314.32,20.301052631578948,114,2011-01-28 13:08:00,2011-11-14 08:29:00,7,United Kingdom,7,26,7,2314.32,3,4,4,11,Champians,289,41.285714285714285
15366,602.51,13.69340909090909,44,2010-12-16 15:59:00,2011-09-25 15:01:00,2,United Kingdom,2,75,2,602.51,2,2,2,6,At Risk,282,141.0
15367,1877.59,19.764105263157894,95,2011-03-09 13:53:00,2011-10-13 14:13:00,4,United Kingdom,4,57,4,1877.59,2,3,4,9,Loyal Customers,218,54.5
15368,446.94000000000005,111.73500000000001,4,2011-11-18 14:42:00,2011-11-18 14:42:00,1,United Kingdom,1,21,1,446.94000000000005,3,1,2,6,At Risk,0,0.0
15370,2386.05,25.383510638297874,94,2011-01-11 11:32:00,2011-10-30 10:58:00,7,United Kingdom,7,41,7,2386.05,3,4,4,11,Champians,291,41.57142857142857
15372,2007.3999999999999,74.34814814814814,27,2011-07-25 16:39:00,2011-07-25 16:39:00,1,United Kingdom,1,137,1,2007.3999999999999,2,1,4,7,Potential Loyalists,0,0.0
15373,2415.91,18.302348484848483,132,2010-12-03 14:40:00,2011-12-01 15:05:00,12,United Kingdom,12,8,12,2415.91,4,4,4,12,Champians,363,30.25
15374,168.0,56.0,3,2011-08-03 09:59:00,2011-08-03 09:59:00,1,United Kingdom,1,129,1,168.0,2,1,1,4,Cannot Lose,0,0.0
15376,1221.56,10.530689655172413,116,2011-05-01 13:45:00,2011-10-30 15:04:00,3,United Kingdom,3,40,3,1221.56,3,3,3,9,Loyal Customers,182,60.666666666666664
15379,3703.29,19.089123711340207,194,2010-12-16 13:02:00,2011-06-23 13:13:00,7,United Kingdom,7,169,7,3703.29,1,4,4,9,Loyal Customers,189,27.0
15380,1690.2600000000002,46.951666666666675,36,2010-12-09 15:01:00,2011-12-01 12:13:00,5,United Kingdom,5,9,5,1690.2600000000002,4,4,4,12,Champians,356,71.2
15381,596.85,74.60625,8,2011-03-16 13:44:00,2011-05-10 11:55:00,2,United Kingdom,2,214,2,596.85,1,2,2,5,At Risk,54,27.0
15382,5955.71,19.7208940397351,302,2011-02-17 12:01:00,2011-11-25 10:58:00,6,United Kingdom,6,15,6,5955.71,4,4,4,12,Champians,280,46.666666666666664
15384,642.41,15.668536585365853,41,2010-12-15 11:34:00,2011-06-23 10:57:00,2,United Kingdom,2,170,2,642.41,1,2,2,5,At Risk,189,94.5
15385,316.88,26.406666666666666,12,2011-10-30 15:11:00,2011-10-30 15:11:00,1,United Kingdom,1,40,1,316.88,3,1,2,6,At Risk,0,0.0
15386,394.14,12.714193548387096,31,2011-06-06 13:47:00,2011-06-06 13:47:00,1,United Kingdom,1,186,1,394.14,1,1,2,4,Cannot Lose,0,0.0
15388,140.54,14.053999999999998,10,2011-03-14 13:53:00,2011-03-14 13:53:00,1,Canada,1,270,1,140.54,1,1,1,3,Cannot Lose,0,0.0
15389,500.0,500.0,1,2011-06-20 16:18:00,2011-06-20 16:18:00,1,United Kingdom,1,172,1,500.0,1,1,2,4,Cannot Lose,0,0.0
15392,1535.53,18.280119047619046,84,2010-12-14 15:50:00,2011-12-05 11:01:00,4,United Kingdom,4,5,4,1535.53,4,3,3,10,Loyal Customers,355,88.75
15393,231.86,19.32166666666667,12,2011-03-03 16:58:00,2011-11-23 16:48:00,2,United Kingdom,2,16,2,231.86,4,2,1,7,Potential Loyalists,264,132.0
15394,2183.54,25.68870588235294,85,2010-12-16 12:46:00,2011-11-30 11:49:00,4,United Kingdom,4,10,4,2183.54,4,3,4,11,Champians,348,87.0
